speaker_listener,Length,Ppron,Inhib,Space,Filler,Ipron,Time,Percept,Verbs,Quant,Discrep,Relativ,You,Article,Cause,Prep,Relig,Bio,We,Assent,Incl,Leisure,AuxVb,Hear,They,Posemo,Affect,Excl,Home,Friends,SheHe,Numbers,Body,I,Work,Tentat,Ingest,Motion,Anger,Achiev,Swear,Death,Social,CogMech,Nonflu,Family,Pronoun,Funct,Feel,Certain,Insight,Humans,Sad,Past,See,Future,Adverbs,Present,Money,Negate,Health,Conj,Anx,Negemo,Sexual
DOCTOR_MACBETH,65,8.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,9.0,22.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
MURTHERER_FIRST MURTHERER,28,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIRST APPARITION_FIRST WITCH,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALCOLM_SOLDIERS,38,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
BANQUO_MACDUFF,82,4.0,1.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,10.0,9.0,0.0,0.0,7.0,25.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,1.0
ROSS_MALCOLM,400,17.0,1.0,15.0,2.0,10.0,18.0,11.0,40.0,5.0,5.0,38.0,2.0,4.0,27.0,3.0,3.0,3.0,0.0,11.0,0.0,23.0,6.0,7.0,13.0,26.0,8.0,0.0,1.0,19.0,13.0,2.0,3.0,3.0,0.0,3.0,0.0,7.0,4.0,2.0,0.0,5.0,38.0,39.0,2.0,3.0,27.0,135.0,1.0,3.0,7.0,7.0,5.0,23.0,3.0,3.0,11.0,5.0,4.0,9.0,0.0,12.0,3.0,12.0,0.0
LADY MACBETH_LORDS,58,5.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,10.0,24.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MACDUFF_ROSS,249,19.0,1.0,5.0,0.0,9.0,6.0,4.0,20.0,6.0,1.0,16.0,3.0,1.0,15.0,2.0,2.0,2.0,0.0,5.0,0.0,15.0,2.0,5.0,8.0,11.0,4.0,0.0,0.0,5.0,9.0,2.0,2.0,8.0,0.0,5.0,0.0,4.0,2.0,0.0,1.0,2.0,21.0,24.0,1.0,5.0,28.0,88.0,0.0,6.0,1.0,3.0,1.0,4.0,2.0,3.0,9.0,1.0,2.0,5.0,0.0,5.0,0.0,3.0,1.0
CAITHNESS_ANGUS,88,10.0,0.0,4.0,0.0,3.0,1.0,1.0,7.0,0.0,1.0,5.0,0.0,2.0,8.0,0.0,2.0,5.0,0.0,5.0,0.0,3.0,1.0,0.0,3.0,6.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,15.0,12.0,0.0,1.0,13.0,30.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0
LENNOX_LORDS,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
