"speaker_listener","Length","Ppron","Inhib","Space","Filler","Ipron","Time","Percept","Verbs","Quant","Discrep","Relativ","You","Article","Cause","Prep","Relig","Bio","We","Assent","Incl","Leisure","AuxVb","Hear","They","Posemo","Affect","Excl","Home","Friends","SheHe","Numbers","Body","I","Work","Tentat","Ingest","Motion","Anger","Achiev","Swear","Death","Social","CogMech","Nonflu","Family","Pronoun","Funct","Feel","Certain","Insight","Humans","Sad","Past","See","Future","Adverbs","Present","Money","Negate","Health","Conj","Anx","Negemo","Sexual"
"PHEBE_OLIVER",49,6.0,0.0,1.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,6.0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
"SILVIUS_TOUCHSTONE",144,18.0,0.0,4.0,1.0,1.0,11.0,0.0,17.0,2.0,3.0,16.0,14.0,3.0,11.0,1.0,7.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,10.0,12.0,10.0,1.0,1.0,5.0,11.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,18.0,24.0,0.0,0.0,19.0,63.0,0.0,7.0,2.0,1.0,1.0,3.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,10.0,0.0,2.0,7.0
"WILLIAM_TOUCHSTONE",69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"ORLANDO_JAQUES",759,49.0,1.0,19.0,1.0,26.0,36.0,13.0,79.0,17.0,10.0,60.0,22.0,6.0,54.0,7.0,19.0,1.0,0.0,15.0,1.0,52.0,1.0,3.0,33.0,50.0,16.0,0.0,0.0,15.0,41.0,4.0,7.0,19.0,4.0,18.0,6.0,5.0,3.0,9.0,0.0,3.0,54.0,84.0,1.0,3.0,75.0,285.0,5.0,11.0,14.0,4.0,3.0,28.0,6.0,11.0,22.0,13.0,2.0,13.0,2.0,31.0,6.0,17.0,4.0
"TOUCHSTONE_CELIA",987,58.0,3.0,21.0,3.0,32.0,31.0,12.0,89.0,16.0,15.0,64.0,15.0,4.0,75.0,1.0,16.0,4.0,1.0,36.0,5.0,63.0,6.0,5.0,36.0,58.0,33.0,1.0,2.0,39.0,34.0,13.0,6.0,22.0,1.0,17.0,1.0,14.0,7.0,9.0,0.0,2.0,83.0,114.0,5.0,2.0,90.0,406.0,5.0,13.0,8.0,16.0,4.0,58.0,1.0,13.0,28.0,22.0,2.0,20.0,3.0,56.0,6.0,22.0,6.0
"SECOND LORD_FREDERICK",65,5.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,8.0,1.0,0.0,6.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,2.0,28.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
"DENNIS_ORLANDO",19,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"TOUCHSTONE_SECOND PAGE",37,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"TOUCHSTONE_AUDREY",1607,90.0,7.0,44.0,4.0,39.0,32.0,20.0,144.0,24.0,17.0,90.0,39.0,11.0,134.0,3.0,25.0,9.0,0.0,49.0,11.0,112.0,8.0,8.0,67.0,97.0,32.0,3.0,6.0,35.0,72.0,13.0,11.0,19.0,8.0,24.0,6.0,18.0,13.0,8.0,0.0,3.0,156.0,162.0,9.0,6.0,129.0,631.0,6.0,12.0,19.0,35.0,5.0,101.0,3.0,26.0,52.0,29.0,2.0,23.0,3.0,75.0,8.0,30.0,5.0
"SILVIUS_JAQUES",11,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PHEBE_CORIN",243,28.0,1.0,11.0,0.0,7.0,11.0,10.0,21.0,2.0,5.0,26.0,16.0,3.0,21.0,1.0,13.0,0.0,0.0,8.0,1.0,17.0,2.0,2.0,4.0,13.0,14.0,1.0,0.0,2.0,13.0,0.0,9.0,10.0,0.0,5.0,0.0,4.0,5.0,1.0,0.0,5.0,21.0,34.0,0.0,0.0,35.0,109.0,1.0,3.0,0.0,1.0,2.0,5.0,7.0,4.0,8.0,0.0,0.0,10.0,4.0,12.0,2.0,9.0,0.0
"AUDREY_JAQUES",91,6.0,0.0,1.0,0.0,5.0,1.0,0.0,13.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,11.0,32.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0
"SECOND LORD_AMIENS",13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
"DUKE SENIOR_TOUCHSTONE",187,17.0,1.0,9.0,2.0,7.0,9.0,2.0,7.0,4.0,0.0,19.0,4.0,1.0,18.0,1.0,1.0,4.0,0.0,9.0,2.0,6.0,1.0,1.0,15.0,16.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,16.0,3.0,4.0,24.0,74.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,7.0,6.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0
"HYMEN_JAQUES",15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"CHARLES_CELIA",42,4.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"HYMEN_CELIA",15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"ROSALIND_ORLANDO",3207,272.0,6.0,91.0,8.0,105.0,101.0,43.0,327.0,71.0,54.0,227.0,114.0,27.0,287.0,18.0,60.0,9.0,1.0,107.0,10.0,221.0,21.0,18.0,104.0,141.0,80.0,8.0,3.0,45.0,180.0,23.0,25.0,63.0,13.0,55.0,1.0,41.0,11.0,16.0,2.0,8.0,374.0,334.0,6.0,28.0,377.0,1353.0,10.0,27.0,35.0,35.0,11.0,126.0,9.0,73.0,74.0,93.0,7.0,63.0,11.0,176.0,2.0,36.0,24.0
"SILVIUS_OLIVER",11,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PHEBE_CELIA",292,34.0,1.0,12.0,0.0,7.0,15.0,11.0,27.0,2.0,6.0,31.0,18.0,3.0,23.0,2.0,15.0,0.0,0.0,9.0,2.0,22.0,2.0,2.0,6.0,15.0,15.0,1.0,0.0,2.0,15.0,0.0,9.0,14.0,0.0,5.0,1.0,4.0,5.0,1.0,0.0,6.0,23.0,39.0,0.0,0.0,41.0,128.0,1.0,4.0,0.0,1.0,2.0,7.0,8.0,7.0,9.0,0.0,1.0,11.0,4.0,14.0,2.0,9.0,1.0
