speaker_listener,Ppron,Inhib,Space,Filler,Ipron,Time,Percept,Verbs,Quant,Discrep,Relativ,You,Article,Cause,Prep,Relig,Bio,We,Assent,Incl,Leisure,AuxVb,Hear,They,Posemo,Affect,Excl,Home,Friends,SheHe,Numbers,Body,I,Work,Tentat,Ingest,Motion,Anger,Achiev,Swear,Death,Social,CogMech,Nonflu,Family,Pronoun,Funct,Feel,Certain,Insight,Humans,Sad,Past,See,Future,Adverbs,Present,Money,Negate,Health,Conj,Anx,Negemo,Sexual
SOLDIERS_ROSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUNCAN_ANGUS,0.8932039210960345,0.0196078431372549,0.28030750342856675,0.011494252873563218,0.10839093331273893,0.20933839871520593,0.11253275338014881,0.7261110934582083,0.187672841019697,0.03110209601081812,0.5856111797272368,0.1868302126426506,0.048959238867960976,0.5635192120755972,0.014285714285714285,0.2012031981368652,0.2813490036112347,0.0,0.16929598498858167,0.014285714285714285,0.4557193863492685,0.014285714285714285,0.011494252873563218,0.4640535144792394,0.5536632688725596,0.0391337386018237,0.017857142857142856,0.017857142857142856,0.0825199310493428,0.47781780244125416,0.0,0.07079831932773109,0.19745744451626807,0.08731301031050717,0.02127659574468085,0.015384615384615385,0.10745953045702733,0.0,0.0649137057611012,0.0,0.0,0.8098995648707856,0.4094989534602117,0.017857142857142856,0.014285714285714285,1.0015948544087734,2.751287765455941,0.06547619047619047,0.05688206317009562,0.08373367495818654,0.0,0.011494252873563218,0.21538378439467368,0.03277084861824407,0.12830837397321365,0.12847759285440008,0.23393015030946063,0.040065681444991785,0.0392156862745098,0.02127659574468085,0.24811631948842935,0.0,0.08960975439332006,0.09374366767983788
MALCOLM_DOCTOR,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.07142857142857142,0.0,0.0,0.23809523809523808,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.23809523809523808,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCTOR_MACBETH,0.4917701863354037,0.043478260869565216,0.09347826086956522,0.0,0.07142857142857142,0.05,0.11490683229813664,0.20838509316770187,0.043478260869565216,0.05,0.18695652173913044,0.0,0.0,0.31195652173913047,0.23990683229813664,0.043478260869565216,0.07142857142857142,0.0,0.09347826086956522,0.0,0.09347826086956522,0.07142857142857142,0.0,0.07142857142857142,0.11490683229813664,0.07142857142857142,0.0,0.0,0.0,0.15838509316770186,0.0,0.0,0.16490683229813663,0.0,0.12142857142857143,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.3982919254658385,0.35838509316770184,0.0,0.0,0.5631987577639752,1.3305900621118012,0.043478260869565216,0.05,0.0,0.0,0.0,0.125,0.0,0.05,0.14347826086956522,0.2554347826086957,0.0,0.0,0.043478260869565216,0.09347826086956522,0.0,0.043478260869565216,0.0
SECOND MURTHERER_ROSS,0.48225806451612907,0.0,0.06451612903225806,0.0,0.14784946236559138,0.0,0.0,0.18010752688172044,0.0,0.0,0.06451612903225806,0.08333333333333333,0.0,0.06451612903225806,0.2833333333333333,0.0,0.08333333333333333,0.0,0.03225806451612903,0.0,0.18010752688172044,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0967741935483871,0.03225806451612903,0.0,0.3155913978494624,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.16666666666666666,0.03225806451612903,0.0,0.0,0.6301075268817204,1.0682795698924732,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.08333333333333333,0.03225806451612903,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.06451612903225806,0.0
MURTHERER_FIRST MURTHERER,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.32142857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSS_MALCOLM,0.857182119267824,0.026279628993473032,0.6283472000612768,0.05448028673835126,0.44952895495664297,0.7022907717895346,0.8099481454225574,2.3187286682196686,0.25961296232680636,0.22121906095100097,1.6223442199283318,0.0803030303030303,0.11553931121090173,1.1085653361565824,0.2985018512156952,0.1376263946350425,0.11475102722096882,0.0,0.3307522278434469,0.0,1.4648754153880281,0.4715163765365894,0.23244439244281212,0.8805004977304707,1.2146590644641273,0.18241342502054037,0.0,0.014084507042253521,1.005867997804132,0.7096194207507248,0.09696166754990285,0.12543127268382298,0.27978499013404096,0.0,0.08441734417344174,0.0,0.3461865348158718,0.1030912231963716,0.0795862850139731,0.0,0.1320775320775321,1.4448556707865237,1.5630540344648653,0.3269230769230769,0.06363636363636364,1.306711074224467,6.456664943417007,0.055673382820784725,0.18248497702368327,0.20550739047929906,0.23360968632353035,0.15925925925925927,1.0742238119529763,0.23928012519561814,0.33502141692885035,0.9190756397737413,0.24359237286066554,0.11961961961961962,0.216477066126435,0.012195121951219513,0.34349530325140076,0.03630672926447574,0.32304745562254555,0.0
MENTEITH_LENNOX,0.08761904761904762,0.0,0.11142857142857143,0.0,0.24000000000000002,0.08,0.0,0.42380952380952386,0.04,0.0,0.21523809523809523,0.0,0.047619047619047616,0.46285714285714286,0.0,0.023809523809523808,0.0,0.0,0.08761904761904762,0.0,0.3838095238095238,0.0,0.047619047619047616,0.047619047619047616,0.3352380952380952,0.0,0.0,0.0,0.0,0.3438095238095238,0.0,0.0,0.0,0.0,0.2,0.0,0.023809523809523808,0.04,0.023809523809523808,0.0,0.0,0.17523809523809525,0.41523809523809524,0.0,0.023809523809523808,0.32761904761904764,1.877142857142857,0.0,0.04,0.04,0.023809523809523808,0.023809523809523808,0.29523809523809524,0.0,0.04,0.04,0.04,0.0,0.2,0.023809523809523808,0.12761904761904763,0.22380952380952382,0.28761904761904766,0.0
MACDUFF_MALCOLM,2.448002624920462,0.022222222222222223,1.0388778390309696,0.018518518518518517,1.0793654440180809,0.7267373939635604,0.4828571005522004,3.8920743148705674,0.7542730831126929,0.5944276788026789,2.1430347156091116,0.7623853485275899,0.08414351851851852,1.8734022288430046,0.40485160185818075,0.5089549059614848,0.2554093567251462,0.0,0.7053769330085118,0.059971509971509976,2.661210448616502,0.23330090961669908,0.3249871926822925,1.1065759368345573,2.131304277409087,0.6886469068644525,0.0,0.0,0.6703494717287821,2.3985651151265808,0.1119047619047619,0.3081447207762997,0.9805646423293483,0.009523809523809525,0.5609618350997662,0.0,0.3774194826145824,0.483259996582365,0.2875894052845051,0.2862155388471178,0.21747044378623326,3.8426084617724827,3.5730582456768802,0.025148809523809525,0.617857142857143,3.5273680689385425,12.872936305827709,0.12633311771242806,0.8033136028201817,0.4495579253122356,0.7285954785954786,0.27472176610107646,1.0193426224914428,0.10470455470455471,0.41314287165580266,1.7754169511560487,0.5098412698412699,0.11610576923076923,0.6203972924941485,0.18229166666666666,1.0143718023255228,0.09216815986325969,1.013234087700966,0.11804232804232806
BANQUO_MACDUFF,0.5913539776522849,0.09761904761904762,0.3234602067083702,0.0,0.21696713981926372,0.20565018217525405,0.10573299265410413,0.5474353514755942,0.13535408840423213,0.05534399593805534,0.6167124493378087,0.0297029702970297,0.03567499607103568,0.47217337827366573,0.4438339438339438,0.10577415416125094,0.06451612903225806,0.0,0.18309617207732823,0.0,0.45995632707545836,0.0797029702970297,0.045575986170045574,0.3824837996029309,0.5506728765751443,0.2798141902102298,0.015873015873015872,0.015873015873015872,0.061449002043061446,0.252243194897299,0.0,0.06426011264720942,0.4198128604069198,0.047619047619047616,0.19119313384723796,0.02564102564102564,0.05167104799810006,0.11612903225806452,0.051415031613051415,0.016129032258064516,0.0,0.4744293252437615,0.8687715581200091,0.009900990099009901,0.009900990099009901,0.8083211174715486,2.7959815566810136,0.016129032258064516,0.04544300583904544,0.05789909015715467,0.02603002235707442,0.016129032258064516,0.31740630638746253,0.009900990099009901,0.21394117433721394,0.1554769762690555,0.031746031746031744,0.02564102564102564,0.26407415466821405,0.0,0.26850520748636364,0.02603002235707442,0.16818907697221333,0.03200204813108039
